Title,Author
"The Benefit of the Doubt, a Comedy in Three Acts",Arthur Wing Pinero
"American Missionary, Volume 35, No. 11, November, 1881",Various
"General Anatomy, Applied to Physiology and Medicine, Vol. 2 of 3",Xavier Bichat
The Two Maps of Europe,Hilaire Belloc
Tribal Custom in Anglo-Saxon Law,"Frederic Seebohm  'The English Village Community', 'The Tribal System in Wales']"
"Folk Lore Notes, Vol. 1, Gujarat",A. M. T. Jackson
With Roberts to Pretoria,G. A. Henty
Patsy,Henry De Vere Stacpoole
The British Interned in Switzerland,H. P. Picot
In the Footprints of Charles Lamb,Benjamin Ellis Martin
Rules and Directions for the Employment of Injections in Various Diseases,Thomas Lewis
"Tobacco: Growing, Curing, & Manufacturing",C. G. Warnford Lock
Girls and Athletics,Spalding
Flowers of the Sky,Richard A. Proctor
Earthwork Slips and Subsidences upon Public Works,John Newman
Letters to a Friend,John Muir
The Book of the Fly,G. Hurlstone Hardy
The Cottage on the Fells,Henry De Vere Stacpoole
The son of Don Juan,José Échegaray
"Harper's Young People, March 14, 1882",Various
Shout Treason,Francis Foulke Beirne
Pop-Guns,Frances Elizabeth Barrow
The Great Lord Burghley,Martin Andrew Sharp Hume
"General Anatomy, Applied to Physiology and Medicine, Vol. 1 of 3",Xavier Bichat
Irrigation Works,E. S. Bellasis
The Man Behind the Bars,Winifred Louise Taylor
"The Girl's Own Paper, Vol. 20, No. 989, December 10, 1898",Various
Bringing up the Boy,Carl Werner
John Brown's Raid,National Park Service
The Dickens Country,Frederic G. Kitton
Walks in Washington,Francis E. Leupp
Lloyd's Treatise on Hats,Robert Lloyd
"American Missionary, Volume 35, No. 9, September, 1881",Various
Sweet Rocket,Mary Johnston
"Ten years of missionary work among the Indians at Skokomish, Washington Territory, 1874-1884",Myron Eells
"The Review, Vol. 1, No. 2, 1911",Various
The Ranch Girls at Boarding School,Margaret Vandercook
"The Gallery of Portraits, with Memoirs, Vol. 7 of 7",Anonymous
Janus in Modern Life,W. M. Flinders Petrie
Allegheny Episodes,Henry Wharton Shoemaker
"Woman's Profession as Mother and Educator, with Views in Opposition to Woman Suffrage",Catharine E. Beecher
An American Diplomat in China,Paul S. Reinsch
John Marshall,James Bradley Thayer
In Queer Street,Fergus Hume
The Silver Princess in Oz,Ruth Plumly Thompson and L. Frank Baum
Catharine de Bora,John G. Morris
"De Soto, Coronado, Cabrillo",David Lavender
Dream-Songs for the Beloved,Eleanor Farjeon
A Traitor in London,Fergus Hume
The Fever of Life,Fergus Hume
Handy Mandy in Oz,Ruth Plumly Thompson and L. Frank Baum
"Notes Geographical and Historical, Relating to the Town of Brooklyn in Kings County on Long-Island",Gabriel Furman
Love Insurance,Earl Derr Biggers
"Travels in Southern Europe and the Levant, 1810-1817",Charles Robert Cockerell
"Seneca's Morals of a Happy Life, Benefits, Anger and Clemency",Lucius Annaeus Seneca
Pan-Worship and Other Poems,Eleanor Farjeon
Captain Salt in Oz,Ruth Plumly Thompson and L. Frank Baum
"The Girl's Own Paper, Vol. 20. No. 997, February 4, 1899",Various
List of Post Offices in Canada 1873,Postmaster General of Canada
Oxford Mountaineering Essays,Various
From Zone to Zone,Luis Senarens
In Tamal Land,Helen Bingham
Presidential Problems,Grover Cleveland
Old Crosses and Lychgates,Aymer Vallance
Lost in the Atlantic Valley,Luis Senarens
The Young Circus Rider,"Horatio Alger, Jr."
The Day of Doom,Michael Wigglesworth
Castillo de San Marcos,National Park Service
Cleopatra,Henry Houssaye
Jewish Portraits,Lady Katie Magnus
Story of Duciehurst; A Tale of the Mississippi,Charles Egbert Craddock
Rock-climbing in the English Lake District,Owen Glynne Jones
Discovery of the Yosemite,Lafayette Houghton Bunnell
"Vices of Convents and Monasteries, Priests and Nuns",Thos. E. Watson
Memoirs of Mistral,Frédéric Mistral and Alma Strettell
Lincoln's Plan of Reconstruction,Charles H. McCarthy
Port Arthur,Richard Barry
Sorrow of War,Louis Golding
Inside the Lines,Earl Derr Biggers and Robert Welles Ritchie
Folklore of Scottish Lochs and Springs,James M. Mackinlay
Old Virginia and Her Neighbours,John Fiske
"""E R B""",W. Pett Ridge
The Romance of the Harem,Anna Harriette Leonowens
The Achievement of the British Navy in the World-War,John Leyland
Vienna 1683,Henry Elliot Malden
"The Catholic World, Vol. 20, October 1874-March 1875",Various
Poisonous Snakes of Texas and First Aid Treatment of Their Bites,John E. Werler
The Power of Truth,William George Jordan
A Class-Book of Biblical History and Geography,Henry S. Osborn
Business Administration,Various 56018
The Black Barque,T. Jenkins Hains
Memories of Old Montana,Con Price
Idols,William J. Locke
The Demagogue and Lady Phayre,William J. Locke
The White Dove,William J. Locke
The Yankee and the Teuton in Wisconsin,Joseph Schafer
Marjorie in Command,Carolyn Wells
The Sagamore of Saco,Mrs. E. Oakes Smith
One Thousand Ways To Make Money,Page Fox
Marsena and Other Stories of the Wartime,Harold Frederic
Fossil Butterflies,Samuel H. Scudder
"Old Virginia and Her Neighbours, Vol. 1 of 2",John Fiske
"Studies in Greek Scenery, Legend and History",James George Frazer
The Busy Woman's Garden Book,Ida D. Bennett
"London Labour and the London Poor, Vol. 1 of 4",Henry Mayhew
Illustrated Handbook of Mount Vernon,the Mount Vernon Ladies' Association
"Godey's Lady's Book, Philadelphia, Volume 48, March, 1854",Various
"Reminiscences of Prince Talleyrand, Vol. 2 of 2",Édouard Colmache
Peradventure,Robert Keable
The Diamond Ship,Max Pemberton
Post-Mediaeval Preachers,Sabine Baring-Gould
"Celtic Folklore: Welsh and Manx, Volume 2 of 2",John Rhys
Natural History of Enthusiasm,Isaac Taylor
"Letters of Asa Gray, Vol. 2",Asa Gray
"Letters of Asa Gray, Vol. 1",Asa Gray
New England and the Bavarian Illuminati,Vernon Stauffer
Forward Pass,Ralph Henry Barbour
The great Galeoto; Folly or saintliness,José Echegaray
With Sack and Stock in Alaska,George Broke
Life and Confession of Sophia Hamilton,William H. Jackson
"A History of Troop A Cavalry, Connecticut National Guard and Its Service in the Great War as Co. D, 102d Machine Gun Battalion",Various
Flight,Irwin R. Franklyn
"The Trial of an Ox, for Killing a Man;",Anonymous
Voyager Encounters Jupiter,the National Aeronautics and Space Administration
Anthropophagy,Charles W. Darling
Shinto: The ancient religion of Japan,William George Aston
Photo-Lithography,Georg Fritz
The Panama Canal,Harry Clow Boardman
"Quarterly of the Oregon Historical Society, Vol. 1, No. 2",Various
"A History of the British Army, Vol. 1",J. W. Fortescue
In Taunton town : a story of the rebellion of James Duke of Monmouth in 1685,Evelyn Everett-Green
Air Monster,Edwin Green
The Sapphire Signet,Augusta Huiell Seaman
Shepherd Singing Ragtime and Other Poems,Louis Golding
"Kate Meredith, Financier",C. J. Cutcliffe Hyne
The Millionaire Mystery,Fergus Hume
The Lady from Nowhere,Fergus Hume
The Coming of the White Men,Mary Hazelton Wade
The Holy Land,John Kelman
Study of Army Camp Life during American Revolution,Mary Hazel Snuff
The Lost Parchment,Fergus Hume
Ports of Entry,Home Missions Council and Council of Women for Home Missions
"Memoirs of the Late War, Vol. 2 of 2","John Cooke, George Fitzclarence, and John Moodie"
"Memoirs of the Late War, Vol. 1 of 2","John Cooke, George Fitzclarence, and John Moodie"
"Wise Saws and Modern Instances, Volume 1 of 2",Thomas Cooper
A Madcap Cruise,Oric Bates
A Woman of the Ice Age,Louis Pope Gratacap
The Abysmal Brute,Jack London
Dean Dunham,Hortatio Alger
"Captain Billy's Whiz Bang, Vol. 2. No. 16, January, 1921",Various
Exiles,James Joyce
The Iris,Various
Beethoven,Romain Rolland
Theosophy and Life's Deeper Problems,Annie Besant
When I Was a Boy in Japan,Sakae Shioya
The Municipal and Sanitary Engineer's Handbook,H. Percy Boulnois
Peggy Finds the Theatre,Virginia Hughes
California Missions,Karl Frederick Brown
Section-Cutting: A Practical Guide,Sylvester Marsh
The House Of Dreams-Come-True,Margaret Pedler
Derelicts,William J. Locke
The Commentaries of Caesar,Anthony Trollope
Carl The Trailer,Harry Castlemon
Richard Steele's Plays,Richard Steele
Lancashire Songs,Edwin Waugh
"Journal of a Tour in the Years 1828-1829, through Styria, Carniola, and Italy, whilst Accompanying the Late Sir Humphrey Davy",J. J. Tobin
William Caxton,E. Gordon Duff
Oxford,Edward Thomas
Social Life in Old Virginia Before the War,Thomas Nelson Page
Our Town and Civic Duty,Jane Eayre Fryer
The Golden Circle,Roy J. Snell
"Critical, Historical, and Miscellaneous Essays, Vol. 6 of 6",Thomas Babbington Macaulay
"Critical, Historical, and Miscellaneous Essays, Vol. 5 of 6",Thomas Babbington Macaulay
"Critical, Historical, and Miscellaneous Essays, Vol. 4 of 6",Thomas Babbington Macaulay
"Critical, Historical, and Miscellaneous Essays, Vol. 3 of 6",Thomas Babbington Macaulay
"Critical, Historical, and Miscellaneous Essays, Vol. 2 of 6",Thomas Babbington Macaulay
"Critical, Historical, and Miscellaneous Essays, Vol. 1 of 6",Thomas Babbington Macaulay
Kew Gardens,A. R. Hope Moncrieff
Solitude,Johann Georg Zimmermann
Spices and How to Know Them,W. M. Gibbs
With Mask and Mitt,Albertus T. Dudley
The Pleasures of Collecting,Gardner Callahan Teall
Peeps at Many Lands: Portugal,Agnes M. Goodall
The Family on Wheels,J. MacDonald Oxley
Manual of Library Cataloguing,J. Henry Quinn
"On Molecular and Microscopic Science, Volume 1 of 2",Mary Somerville
John Galsworthy,Sheila Kaye-Smith
The Young Train Master,Burton E. Stevenson
The New Spirit,Havelock Ellis
The Widowing of Mrs. Holroyd,David Herbert Lawrence
"In the Prison City Brussels, 1914-1918",Julia Helen Watts Twells
"A History of Architecture in all Countries, Volume 2, 3rd ed.",James Fergusson
"A History of Architecture in all Countries, Volume 1, 3rd ed.",James Fergusson
"A History of Architecture in all Countries, Vol 1 & 2, 3rd ed.",James Fergusson
Lady William,Margaret Oliphant
Life and Adventures of Rear-Admiral John Paul Jones,John S. C. Abbott
Spiritual Tales,Fiona Macleod
The Young Wireless Operator——Afloat,Lewis E. Theiss
Evolution of Modern Band Saw Mills for Sawing Logs,D. Clint Prescott 55863
The Industrial History of England,Henry de Beltgens Gibbins
The Outcasts and Other Stories,Maxim Gorky
The West Indies,John Henderson
The Girl Scouts' Canoe Trip,Edith Lavell
Cynthia Ann Parker,James T. DeShields
The Travels and Extraordinary Adventures of Bob the Squirrel,Anonymous
Letters from The Raven,Lafcadio Hearn
The Children of Cupa,Mary E. Mannix
The Wishing Horse of Oz,Ruth Plumly Thompson and L. Frank Baum
Leaves from the Diary of an Impressionist,Lafcadio Hearn
Truth,Émile Zola
Known to the Police,Thomas Holmes
Boat Sailing,A. J. Kenealy
The Boy Fortune Hunters in Egypt,Floyd Akers
Military Service and Adventures in the Far East: Vol. 1 of 2,Daniel Henry MacKinnon
Snagged and Sunk,Harry Castlemon
"The Pennsylvania Journal of Prison Discipline and Philanthropy, April, 1853",Anonymous
"The Catholic World, Vol. 6, October, 1867, to March, 1868",Various
Seekers in Sicily,Elizabeth Bisland and Anne Hoyt
"The Law's Lumber Room, Second Series",Francis Watt
Signers of the Declaration,Various
The Rainbow Bridge,Frances Margaret Fox and Frank T. Merrill
Letters That Have Helped Me,Various
Richard Judkins' Wooing,Thornton Jenkins Hains
The Spider,Fergus Hume
Peggy on the Road,Virginia Hughes
"History of Spanish and Portuguese Literature, Vol. 1 of 2",Friedrich Bouterwek
Confession,Maxim Gorky
Who was Lost and is Found,Margaret Oliphant
Peggy Goes Straw Hat,Virginia Hughes
A Hardy Norseman,Edna Lyall
From Dan to Beersheba,John P. Newman
Argonauts of the Western Pacific,Bronislaw Malinowski
From the Angle of Seventeen,Eden Phillpotts
The Story of Lutheran Missions,Elsie Singmaster
The Complete Testimony of the Fathers of the First Three Centuries Concerning the Sabbath and First Day,John Nevins Andrews
Automata Old and New,Conrad William Cooke
The Bird in the Box,Mary Mears
Peggy Plays Off-Broadway,Virginia Hughes
"The Comic Adventures of Old Mother Hubbard, and Her Dog",Sarah Catherine Martin
Autobiography of a Female Slave,Martha Griffith Browne
The Squirrel Hunters of Ohio,N. E. Jones
"Chambers's Journal of Popular Literature, Science, and Art, No. 734, January 19, 1878",Various
Verses,Edith Wharton
Ozoplaning with the Wizard of Oz,Ruth Plumly Thompson and L. Frank Baum
Travels in a Tree-top,Charles Conrad Abbott
Recollections of a Peninsula Veteran,Joseph Anderson
Mitä Katy teki,Susan Coolidge
Out of the East,Lafcadio Hearn
Teen-age Super Science Stories,Richard M. Elam
"Mosaic of New Mexico's Scenery, Rocks, and History",Various
Lassen Trails,Stephen Halsey Matteson
False Evidence,E. Phillips Oppenheim
The Sealed Message,Fergus Hume
"Tube, Train, Tram, and Car",Arthur H. Beavan
Greeks & Barbarians,James Alexander Kerr Thomson
"Captain Billy's Whiz Bang, Vol. 2. No. 13, October, 1920",Various
Catalogue of Publications in Belles Lettres,Various
The Telephone,Alexander Graham Bell
World Stories Retold for Modern Boys and Girls,William James Sly
The Ethics of Diet,Howard Williams
Two Strangers,Margaret Oliphant
Tracked by a Tattoo,Fergus Hume
The Turnpike House,Fergus Hume
Willem Adriaan Van Der Stel,George McCall Theal
The Strife of the Sea,T. Jenkins Hains
To Herat and Cabul,G. A. Henty
"Historical and Descriptive Narrative of Twenty Years' Residence in South America, Vol. 3 of 3",William Bennet Stevenson
"Historical and Descriptive Narrative of Twenty Years' Residence in South America, Vol. 2 of 3",William Bennet Stevenson
"History of the Royal Sappers and Miners, Vol. 1 of 2",T. W. J. Connolly
"Historical and Descriptive Narrative of Twenty Years' Residence in South America, Vol. 1 of 3",William Bennet Stevenson
The Law of Storms,John Ross
My Fifteen Lost Years,Florence Elizabeth Maybrick
The Peddler Spy,W. J. Hamilton
A History of Spanish Literature,James Fitzmaurice-Kelly
Robert Greene,Robert Greene
The Guardsman,Homer Greene
The Boy Fortune Hunters in China,L. Frank Baum
The Faery Queen and Her Knights,Alfred John Church
Dave Porter's Great Search,Edward Stratemeyer
The Boy Fortune Hunters in the South Seas,L. Frank Baum
"Outpost in the Wilderness: Fort Wayne, 1706-1828",Charles Poinsatte
The Philosophy of Spiritual Activity,Rudolph Steiner
"Ambrose Lavendale, Diplomat",E. Phillips Oppenheim
A Colored Man Round the World,David F. Dorr
The Boys' and Girls' Herodotus,John S. White
The Art of Paper-Making,Alexander Watt
The O. S. U. Naturalist,Various ]
"The Review , October, 1911",Various
"Lucy Larcom: Life, Letters, and Diary",Daniel Dulany Addison
Ground Tumbling,Henry Walter Worth
The Raven and The Philosophy of Composition,Edgar Allan Poe
The Red Bicycle,Fergus Hume
The Exclusives Vol. 3 of 3,Charlotte Campbell Bury
The Exclusives Vol. 2 of 3,Charlotte Campbell Bury
"The Exclusives, Vol 1 of 3",Charlotte Campbell Bury
How to Succeed in The Christian Life,Reuben Archer Torrey
Tales of My Native Town,Gabriele D'Annunzio
Artificial Limbs,Auguste Broca and Charles Ducroquet
Genetic Effects of Radiation,Isaac Asimov and Theodosius Dobzhansky
Queen Zixi of Ix,L. Frank Baum
"The Catholic World, Volume 7",Various
Perfumes and their Preparation,George William Askinson
Miss Beecher's Housekeeper and Healthkeeper,Catharine E. Beecher
Palace and Hovel,Daniel Joseph Kirwan
"The Philosophy of Fine Art, Volume 4 of 4",G. W. F. Hegel
Joe Wayring at Home,Harry Castlemon
Bananas,Edward Wilkin Perry
Hellenism in Asia Minor,Karl Dieterich
The Early Oxford Press,Falconer Madan
The Blue Duchess,Paul Bourget
The Train Boy,"Horatio Alger, Jr."
The Law's Lumber Room,Francis Watt
The Chief Mate's Yarns,Mayn Clew Garnett
Woman and Her Wits,G. F. Monkshood
Under Rocking Skies,L. Frank Tooker
The Wolf Hunters,Robert M. Peck
The Social Secretary,David Graham Phillips
Land of Enchantment: From Pike's Peak to the Pacific,Lilian Whiting
In the Days of Queen Mary,Edward Ebenezer Crake
Those Smith Boys on the Diamond,Howard R. Garis
Stevenson at Manasquan,Charlotte Eaton
Seeing America First,Eleanor Colby
"Suppressed Plates, Wood-engravings, &c.",George Somes Layard
The Crimson Azaleas,Henry De Vere Stacpoole
Death the Knight and the Lady,Henry De Vere Stacpoole
John Brown the Hero,J. W. Winkley
My Lady Clancarty,Mary Imlay Taylor
Canoe and Camp Cookery,H. H. Soulé
Wilderness Babies,Julia Augusta Schwartz
In Our Convent Days,Agnes Repplier
Day by Day With The Russian Army 1914-15,Bernard Pares
Under Many Flags,Katharine Scherer Cronk and Elsie Singmaster
Rose of the World,Agnes Castle & Egerton Castle
Pioneer Saturn Encounter,National Aeronautics and Space Administration
"Flash Evans, Camera News Hawk",Frank Bell
Flash Evans and the Darkroom Mystery,Frank Bell
The Surgery of Ritual Circumcision,Jacob Snowman
William Hamilton Gibson,John Coleman Adams
The Clock Struck One,Fergus Hume
"The Gallery of Portraits, with Memoirs, Volume 4 of 7",Anonymous
The Initiates of the Flame,Manly Palmer Hall
"The Review, Vol. 1, No. 3, March, 1911",Various
The Post Office and its Story,Edward Bennett
Firebrands,Frank E. Martin and George M. Davis
Go-Ahead,Harry Castlemon
Gleanings in Buddha-Fields,Lafcadio Hearn
"Transmission; or, Variation of Character Through the Mother",Georgiana Bruce Kirby
